YEAR,NAME,SAEMHI_LB90,SAEMHI_PT,SAEMHI_UB90,SAEPOVRT0_17_PT,SAEPOVALL_PT,SAEPOVRTALL_PT,YEAR,state,county
2018,Graves County,42865,46785,50705,25.4,6204,16.9,2018,21,083
2018,Grayson County,36881,40780,44679,28.7,5431,21.4,2018,21,085
2018,Green County,33376,36782,40188,26.1,1961,18.0,2018,21,087
2018,Greenup County,44800,49457,54114,21.3,5747,16.6,2018,21,089
2018,Hancock County,51081,56769,62457,16.3,1038,12.0,2018,21,091
2018,Hardin County,48901,52278,55655,17.7,14254,13.4,2018,21,093
2018,Harlan County,26835,29521,32207,43.6,8638,33.4,2018,21,095
2018,Harrison County,46722,51709,56696,21.7,2865,15.5,2018,21,097
2018,Hart County,33043,37038,41033,28.5,4120,22.2,2018,21,099
2018,Henderson County,46657,51161,55665,21.6,7235,16.3,2018,21,101
2018,Henry County,48424,53405,58386,21.7,2273,14.3,2018,21,103
2018,Hickman County,39519,44290,49061,27.8,743,17.7,2018,21,105
2018,Hopkins County,42918,45512,48106,23.6,7908,18.1,2018,21,107
2018,Jackson County,32105,35317,38529,36.5,3506,26.5,2018,21,109
2018,Jefferson County,54375,55860,57345,22.4,115810,15.4,2018,21,111
2018,Jessamine County,55142,59443,63744,17.0,6562,12.6,2018,21,113
2018,Johnson County,35671,39381,43091,29.0,5455,25.0,2018,21,115
2018,Kenton County,60924,64644,68364,14.1,16923,10.4,2018,21,117
2018,Knott County,28986,32228,35470,41.4,4612,32.1,2018,21,119
2018,Knox County,27628,30742,33856,44.5,9719,31.9,2018,21,121
2018,Larue County,40667,45458,50249,22.2,2133,15.3,2018,21,123
2018,Laurel County,37858,41425,44992,29.4,12290,20.6,2018,21,125
2018,Lawrence County,32717,36667,40617,31.1,3920,25.5,2018,21,127
2018,Lee County,25920,29124,32328,43.7,2163,34.4,2018,21,129
2018,Leslie County,28885,31921,34957,38.8,3042,30.8,2018,21,131
2018,Letcher County,29084,32321,35558,36.0,6717,31.1,2018,21,133
2018,Lewis County,31804,35751,39698,33.1,3292,25.2,2018,21,135
2018,Lincoln County,38431,42190,45949,28.7,4995,20.6,2018,21,137
2018,Livingston County,43595,48182,52769,23.3,1268,13.9,2018,21,139
2018,Logan County,41772,46742,51712,26.5,4781,18.0,2018,21,141
2018,Lyon County,43360,48395,53430,20.1,1012,14.5,2018,21,143
2018,McCracken County,44979,48950,52921,21.7,9423,14.7,2018,21,145
2018,McCreary County,27041,30029,33017,39.4,5274,33.7,2018,21,147
2018,McLean County,43893,48080,52267,19.0,1263,13.9,2018,21,149
2018,Madison County,48854,51897,54940,17.6,14065,16.5,2018,21,151
2018,Magoffin County,27754,30950,34146,37.6,3463,28.4,2018,21,153
2018,Marion County,41072,45661,50250,22.3,3229,17.1,2018,21,155
2018,Marshall County,46983,52388,57793,17.6,3715,12.1,2018,21,157
2018,Martin County,25781,28925,32069,44.1,3875,39.1,2018,21,159
2018,Mason County,37885,41807,45729,24.8,3057,18.2,2018,21,161
2018,Meade County,51853,57613,63373,15.7,3245,11.4,2018,21,163
2018,Menifee County,30659,34002,37345,39.2,1669,26.4,2018,21,165
2018,Mercer County,49641,53921,58201,20.8,2759,12.8,2018,21,167
2018,Metcalfe County,31946,35906,39866,37.0,2298,23.3,2018,21,169
2018,Monroe County,31886,35596,39306,34.6,2415,23.0,2018,21,171
2018,Montgomery County,41813,46629,51445,21.1,4232,15.3,2018,21,173
2018,Morgan County,31881,35848,39815,32.2,3102,27.3,2018,21,175
2018,Muhlenberg County,40104,43722,47340,22.7,5054,17.4,2018,21,177
2018,Nelson County,50466,55602,60738,16.4,5530,12.2,2018,21,179
2018,Nicholas County,36958,41428,45898,28.2,1093,15.5,2018,21,181
2018,Ohio County,40920,44751,48582,25.0,4054,17.2,2018,21,183
2018,Oldham County,96461,102136,107811,5.1,3463,5.6,2018,21,185
2018,Owen County,43683,48998,54313,21.9,1707,15.8,2018,21,187
2018,Owsley County,23406,26278,29150,47.8,1706,39.2,2018,21,189
2018,Pendleton County,48579,54583,60587,22.7,2222,15.5,2018,21,191
2018,Perry County,29821,33108,36395,37.0,7355,28.9,2018,21,193
2018,Pike County,34107,37124,40141,31.5,13499,23.8,2018,21,195
2018,Powell County,33808,37776,41744,32.9,2666,22.0,2018,21,197
2018,Pulaski County,37524,41541,45558,26.4,12392,19.5,2018,21,199
2018,Robertson County,40302,45146,49990,28.9,396,19.1,2018,21,201
2018,Rockcastle County,33840,37732,41624,30.2,3732,22.8,2018,21,203
2018,Rowan County,37078,41196,45314,23.9,4882,22.7,2018,21,205
2018,Russell County,31696,34648,37600,30.5,3792,21.6,2018,21,207
2018,Scott County,68261,73500,78739,10.9,4557,8.3,2018,21,209
2018,Shelby County,60296,66056,71816,13.6,4714,10.0,2018,21,211
2018,Simpson County,47757,51769,55781,21.5,2271,12.5,2018,21,213
2018,Spencer County,80995,85899,90803,9.7,1363,7.3,2018,21,215
2018,Taylor County,43342,45429,47516,26.7,4635,19.2,2018,21,217
2018,Todd County,47125,51027,54929,24.2,2055,17.1,2018,21,219
2018,Trigg County,45036,49767,54498,25.0,1901,13.1,2018,21,221
2018,Trimble County,45825,51674,57523,20.6,1393,16.5,2018,21,223
2018,Union County,42210,47067,51924,21.9,2327,16.3,2018,21,225
2018,Warren County,51424,53478,55532,19.6,20486,16.5,2018,21,227
2018,Washington County,45708,50246,54784,20.9,1644,13.8,2018,21,229
2018,Wayne County,30277,33701,37125,36.0,5629,28.1,2018,21,231
2018,Webster County,42012,47132,52252,22.0,2329,18.4,2018,21,233
2018,Whitley County,34131,36863,39595,33.9,8849,25.7,2018,21,235
2018,Wolfe County,26796,30144,33492,43.6,2202,31.4,2018,21,237
2018,Woodford County,59373,66164,72955,13.2,2438,9.4,2018,21,239
2018,Acadia Parish,36645,40484,44323,35.4,15378,25.2,2018,22,001
2018,Allen Parish,40112,44395,48678,22.7,4177,19.6,2018,22,003
2018,Ascension Parish,72524,77758,82992,14.2,13341,10.8,2018,22,005
2018,Assumption Parish,42840,48120,53400,28.7,4562,20.7,2018,22,007
2018,Avoyelles Parish,34552,37731,40910,36.9,10158,27.4,2018,22,009
2018,Beauregard Parish,52504,57005,61506,18.7,5528,15.4,2018,22,011
2018,Bienville Parish,30302,34047,37792,36.3,3481,26.9,2018,22,013
2018,Bossier Parish,52287,56754,61221,20.2,17888,14.4,2018,22,015
2018,Caddo Parish,37637,40467,43297,35.6,52996,22.4,2018,22,017
2018,Calcasieu Parish,47353,50531,53709,21.1,29744,14.9,2018,22,019
2018,Caldwell Parish,36385,40842,45299,30.1,1950,20.8,2018,22,021
2018,Cameron Parish,50918,57299,63680,19.6,962,13.9,2018,22,023
2018,Catahoula Parish,31853,35812,39771,37.0,2273,26.0,2018,22,025
2018,Claiborne Parish,30437,33659,36881,41.1,4245,32.7,2018,22,027
2018,Concordia Parish,32421,35840,39259,38.7,4923,27.2,2018,22,029
2018,De Soto Parish,40074,44457,48840,24.5,4959,18.3,2018,22,031
2018,East Baton Rouge Parish,50415,52945,55475,23.8,71761,16.7,2018,22,033
2018,East Carroll Parish,24886,27714,30542,61.5,2720,45.7,2018,22,035
2018,East Feliciana Parish,40732,45174,49616,24.1,3319,19.6,2018,22,037
2018,Evangeline Parish,30490,34113,37736,34.2,8748,27.3,2018,22,039
2018,Franklin Parish,31245,34446,37647,41.7,5318,27.3,2018,22,041
2018,Grant Parish,39556,43502,47448,24.4,3891,20.0,2018,22,043
2018,Iberia Parish,39125,42909,46693,39.3,16816,24.1,2018,22,045
2018,Iberville Parish,44050,47917,51784,32.7,6880,23.8,2018,22,047
2018,Jackson Parish,36419,40828,45237,31.5,3206,21.6,2018,22,049
2018,Jefferson Parish,49206,50871,52536,25.7,67200,15.6,2018,22,051
2018,Jefferson Davis Parish,39753,44492,49231,23.8,5462,17.7,2018,22,053
2018,Lafayette Parish,53766,57821,61876,20.4,36301,15.3,2018,22,055
2018,Lafourche Parish,48156,52651,57146,22.8,15989,16.6,2018,22,057
2018,La Salle Parish,40778,45742,50706,24.2,2659,19.5,2018,22,059
2018,Lincoln Parish,33273,36525,39777,29.9,10940,25.8,2018,22,061
2018,Livingston Parish,58550,63088,67626,15.0,15562,11.3,2018,22,063
2018,Madison Parish,25343,28452,31561,56.3,4000,41.7,2018,22,065
2018,Morehouse Parish,30386,34023,37660,41.1,6738,27.4,2018,22,067
2018,Natchitoches Parish,32217,36298,40379,33.4,11951,32.8,2018,22,069
2018,Orleans Parish,36901,38855,40809,33.6,90329,23.8,2018,22,071
2018,Ouachita Parish,40807,44371,47935,30.3,31790,21.3,2018,22,073
2018,Plaquemines Parish,53178,58643,64108,20.3,3582,15.5,2018,22,075
2018,Pointe Coupee Parish,41752,46603,51454,27.7,4428,20.3,2018,22,077
2018,Rapides Parish,45709,48116,50523,25.2,24641,19.4,2018,22,079
2018,Red River Parish,32822,36865,40908,33.3,1911,23.1,2018,22,081
2018,Richland Parish,31389,35103,38817,36.9,5051,26.2,2018,22,083
2018,Sabine Parish,32523,36423,40323,30.1,5430,23.1,2018,22,085
2018,St. Bernard Parish,40145,43983,47821,29.8,9306,20.1,2018,22,087
2018,St. Charles Parish,61401,67585,73769,21.7,6652,12.8,2018,22,089
2018,St. Helena Parish,34469,38699,42929,35.3,1983,19.6,2018,22,091
2018,St. James Parish,47983,53903,59823,25.0,3492,16.8,2018,22,093
2018,St. John the Baptist Parish,46411,50830,55249,28.9,7766,18.2,2018,22,095
2018,St. Landry Parish,33047,36624,40201,46.6,26696,32.7,2018,22,097
2018,St. Martin Parish,43684,46229,48774,27.5,10179,19.3,2018,22,099
2018,St. Mary Parish,36146,39764,43382,28.8,10285,21.0,2018,22,101
2018,St. Tammany Parish,62755,67054,71353,17.0,30253,11.8,2018,22,103
2018,Tangipahoa Parish,44463,47128,49793,24.3,23304,17.9,2018,22,105
2018,Tensas Parish,25840,28962,32084,47.7,1404,31.6,2018,22,107
2018,Terrebonne Parish,47507,51665,55823,22.6,18950,17.3,2018,22,109
2018,Union Parish,39473,43584,47695,29.5,3924,18.0,2018,22,111
2018,Vermilion Parish,44457,48263,52069,25.2,10826,18.3,2018,22,113
2018,Vernon Parish,43544,47664,51784,23.6,7951,17.5,2018,22,115
2018,Washington Parish,34123,36850,39577,36.7,11028,24.6,2018,22,117
2018,Webster Parish,31143,35070,38997,34.5,9764,26.0,2018,22,119
2018,West Baton Rouge Parish,53003,58205,63407,20.0,3299,12.8,2018,22,121
2018,West Carroll Parish,35467,39332,43197,34.0,2455,23.3,2018,22,123
2018,West Feliciana Parish,53961,60296,66631,19.3,2470,24.4,2018,22,125
2018,Winn Parish,36045,40133,44221,28.7,2829,22.8,2018,22,127
2018,Androscoggin County,46209,49935,53661,17.3,12838,12.3,2018,23,001
2018,Aroostook County,37008,39450,41892,19.1,9988,15.3,2018,23,003
2018,Cumberland County,68598,71586,74574,8.0,23332,8.2,2018,23,005
2018,Franklin County,47215,49561,51907,20.4,4141,14.5,2018,23,007
2018,Hancock County,49062,52148,55234,15.9,6233,11.6,2018,23,009
2018,Kennebec County,48472,52154,55836,15.0,13290,11.2,2018,23,011
2018,Knox County,52705,56678,60651,16.1,4209,11.0,2018,23,013
2018,Lincoln County,51777,56211,60645,16.8,3751,11.1,2018,23,015
2018,Oxford County,40364,44243,48122,26.3,9490,16.7,2018,23,017
2018,Penobscot County,44641,47840,51039,17.1,21154,14.7,2018,23,019
2018,Piscataquis County,36558,40066,43574,23.8,2883,17.5,2018,23,021
2018,Sagadahoc County,61678,65969,70260,13.0,3059,8.7,2018,23,023
2018,Somerset County,40791,43755,46719,21.1,8011,16.1,2018,23,025
2018,Waldo County,45771,49482,53193,20.2,5333,13.7,2018,23,027
2018,Washington County,36178,39522,42866,26.8,5613,18.3,2018,23,029
2018,York County,62288,65984,69680,10.5,18133,9.0,2018,23,031
2018,Allegany County,40021,43535,47049,21.3,10570,16.7,2018,24,001
2018,Anne Arundel County,93915,97051,100187,9.6,39231,7.0,2018,24,003
2018,Baltimore County,73843,75836,77829,13.0,79482,9.9,2018,24,005
2018,Calvert County,101259,106270,111281,6.6,4912,5.4,2018,24,009
2018,Caroline County,51317,56627,61937,19.9,4320,13.2,2018,24,011
2018,Carroll County,90944,95956,100968,6.1,9828,6.0,2018,24,013
2018,Cecil County,68173,72739,77305,12.8,8406,8.3,2018,24,015
2018,Charles County,86446,92616,98786,9.3,10487,6.6,2018,24,017
2018,Dorchester County,44251,48682,53113,27.0,4851,15.4,2018,24,019
2018,Frederick County,91485,95196,98907,7.4,15552,6.2,2018,24,021
2018,Garrett County,44296,49147,53998,18.4,3483,12.2,2018,24,023
2018,Harford County,84236,87959,91682,9.7,17528,7.0,2018,24,025
2018,Howard County,111825,116719,121613,6.2,16874,5.2,2018,24,027
2018,Kent County,50267,55514,60761,19.2,2329,12.9,2018,24,029
2018,Montgomery County,105247,107758,110269,8.4,72247,6.9,2018,24,031
2018,Prince George's County,80750,82445,84140,12.0,73777,8.3,2018,24,033
2018,Queen Anne's County,88777,93751,98725,8.6,3237,6.5,2018,24,035
2018,St. Mary's County,83552,89964,96376,10.6,8770,8.0,2018,24,037
2018,Somerset County,37965,42098,46231,31.4,4758,23.4,2018,24,039
2018,Talbot County,58024,64245,70466,14.6,3377,9.2,2018,24,041
2018,Washington County,60230,62556,64882,16.5,15871,11.1,2018,24,043
2018,Wicomico County,50242,54313,58384,20.1,14327,14.6,2018,24,045
2018,Worcester County,54849,59266,63683,17.7,5300,10.4,2018,24,047
2018,Baltimore city,49218,50501,51784,26.1,109306,18.9,2018,24,510
2018,Barnstable County,64916,69001,73086,9.9,16661,8.0,2018,25,001
2018,Berkshire County,54222,58375,62528,15.9,13673,11.3,2018,25,003
2018,Bristol County,64147,66005,67863,14.3,59147,10.8,2018,25,005
2018,Dukes County,62941,70224,77507,11.7,1316,7.7,2018,25,007
2018,Essex County,74030,76373,78716,13.3,82387,10.7,2018,25,009
2018,Franklin County,55822,58992,62162,14.5,7395,10.6,2018,25,011
2018,Hampden County,50400,52682,54964,25.8,76016,16.7,2018,25,013
2018,Hampshire County,70377,74456,78535,9.4,15397,11.1,2018,25,015
2018,Middlesex County,99103,100374,101645,8.0,113717,7.3,2018,25,017
2018,Nantucket County,88217,97525,106833,5.6,669,5.9,2018,25,019
2018,Norfolk County,97608,100184,102760,5.9,44959,6.5,2018,25,021
2018,Plymouth County,87124,89678,92232,7.3,31285,6.2,2018,25,023
2018,Suffolk County,66071,68743,71415,24.1,133144,17.5,2018,25,025
2018,Worcester County,69837,71767,73697,10.8,72636,9.0,2018,25,027
2018,Alcona County,36460,39862,43264,31.6,1995,19.5,2018,26,001
2018,Alger County,42884,47441,51998,18.5,1019,12.6,2018,26,003
2018,Allegan County,58055,62247,66439,13.6,12429,10.7,2018,26,005
2018,Alpena County,39964,42792,45620,22.6,4277,15.3,2018,26,007
2018,Antrim County,51879,56456,61033,18.7,2439,10.6,2018,26,009
2018,Arenac County,40265,42540,44815,24.1,2360,15.9,2018,26,011
2018,Baraga County,38898,43435,47972,21.0,1126,15.4,2018,26,013
2018,Barry County,59939,64121,68303,10.8,5100,8.5,2018,26,015
2018,Bay County,48303,50576,52849,24.8,16044,15.6,2018,26,017
2018,Benzie County,46626,51905,57184,15.7,1812,10.3,2018,26,019
2018,Berrien County,48446,51509,54572,21.1,23151,15.3,2018,26,021
2018,Branch County,47623,50477,53331,21.2,6034,14.5,2018,26,023
2018,Calhoun County,45124,48413,51702,27.6,22602,17.3,2018,26,025
2018,Cass County,51932,55978,60024,17.3,5727,11.2,2018,26,027
2018,Charlevoix County,50854,54491,58128,16.0,2756,10.6,2018,26,029
2018,Cheboygan County,45856,48589,51322,25.9,3359,13.4,2018,26,031
2018,Chippewa County,43999,47380,50761,22.4,5608,17.1,2018,26,033
2018,Clare County,36243,39394,42545,32.4,6253,20.6,2018,26,035
2018,Clinton County,66415,70967,75519,8.6,5896,7.5,2018,26,037
2018,Crawford County,42825,46930,51035,26.1,1862,13.6,2018,26,039
2018,Delta County,45825,49292,52759,17.4,4380,12.4,2018,26,041
2018,Dickinson County,47575,52348,57121,15.1,2703,10.8,2018,26,043
2018,Eaton County,63492,66716,69940,12.2,9987,9.3,2018,26,045
2018,Emmet County,54494,58891,63288,11.4,2725,8.3,2018,26,047
2018,Genesee County,46383,48370,50357,28.9,75251,18.8,2018,26,049
2018,Gladwin County,41865,44635,47405,26.8,3905,15.6,2018,26,051
2018,Gogebic County,36571,39934,43297,26.8,2404,17.5,2018,26,053
2018,Grand Traverse County,60944,64591,68238,11.5,8656,9.5,2018,26,055
2018,Gratiot County,45627,48988,52349,20.8,5679,16.2,2018,26,057
2018,Hillsdale County,46332,50388,54444,20.0,5958,13.5,2018,26,059
2018,Houghton County,38737,42282,45827,15.5,6316,19.0,2018,26,061
2018,Huron County,43212,45817,48422,18.4,3876,12.6,2018,26,063
2018,Ingham County,50812,52837,54862,19.1,49916,18.1,2018,26,065
2018,Ionia County,58963,61667,64371,12.4,5822,9.9,2018,26,067
2018,Iosco County,38986,41256,43526,27.5,3724,15.1,2018,26,069
2018,Iron County,37009,40959,44909,24.7,1531,14.2,2018,26,071
2018,Isabella County,43606,47056,50506,16.8,15106,23.4,2018,26,073
2018,Jackson County,49019,52047,55075,19.9,20553,13.7,2018,26,075
2018,Kalamazoo County,53448,55881,58314,16.5,36927,14.4,2018,26,077
2018,Kalkaska County,42244,46068,49892,21.8,2481,14.1,2018,26,079
2018,Kent County,59993,61675,63357,14.6,72623,11.3,2018,26,081
2018,Keweenaw County,47464,51641,55818,18.6,253,12.0,2018,26,083
2018,Lake County,33085,36044,39003,36.4,2559,22.3,2018,26,085
2018,Lapeer County,61987,65209,68431,13.9,8723,10.1,2018,26,087
2018,Leelanau County,61293,67349,73405,10.6,1519,7.0,2018,26,089
2018,Lenawee County,53013,55762,58511,14.0,9668,10.4,2018,26,091
2018,Livingston County,80442,84048,87654,5.5,9560,5.0,2018,26,093
2018,Luce County,38640,43196,47752,26.8,1063,20.7,2018,26,095
2018,Mackinac County,42517,46645,50773,20.8,1431,13.4,2018,26,097
2018,Macomb County,60766,62191,63616,16.0,95731,11.0,2018,26,099
2018,Manistee County,43403,47401,51399,21.9,3026,13.1,2018,26,101
2018,Marquette County,51314,54093,56872,14.8,8824,14.1,2018,26,103
2018,Mason County,47608,51083,54558,18.6,3455,12.1,2018,26,105
2018,Mecosta County,41931,45804,49677,20.7,7368,18.4,2018,26,107
2018,Menominee County,42454,46486,50518,17.3,2810,12.4,2018,26,109
2018,Midland County,54722,58057,61392,13.5,9217,11.3,2018,26,111
2018,Missaukee County,45335,48413,51491,21.1,1920,12.9,2018,26,113
2018,Monroe County,60042,62522,65002,13.5,14891,10.0,2018,26,115
2018,Montcalm County,47634,50396,53158,19.9,8709,14.3,2018,26,117
2018,Montmorency County,36952,40650,44348,32.2,1659,18.2,2018,26,119
2018,Muskegon County,47445,49960,52475,21.9,26321,15.7,2018,26,121
2018,Newaygo County,44742,48860,52978,23.0,7522,15.6,2018,26,123
2018,Oakland County,78660,80319,81978,9.6,102052,8.2,2018,26,125
2018,Oceana County,47914,50374,52834,23.3,4070,15.5,2018,26,127
2018,Ogemaw County,38250,41201,44152,26.6,3289,15.9,2018,26,129
2018,Ontonagon County,37818,40798,43778,25.0,810,14.1,2018,26,131
2018,Osceola County,42159,45607,49055,25.2,4032,17.6,2018,26,133
2018,Oscoda County,35265,38927,42589,28.2,1408,17.1,2018,26,135
2018,Otsego County,47281,51292,55303,16.3,2771,11.4,2018,26,137
2018,Ottawa County,67628,70420,73212,5.7,19087,6.8,2018,26,139
2018,Presque Isle County,41804,45502,49200,23.2,1782,14.2,2018,26,141
2018,Roscommon County,35375,38613,41851,33.3,4038,17.1,2018,26,143
2018,Saginaw County,46930,48805,50680,23.9,31323,17.0,2018,26,145
2018,St. Clair County,53834,56557,59280,19.6,21745,13.8,2018,26,147
2018,St. Joseph County,49896,52689,55482,17.9,8191,13.6,2018,26,149
2018,Sanilac County,43027,46184,49341,22.0,6477,15.9,2018,26,151
2018,Schoolcraft County,40265,44887,49509,22.0,1044,13.2,2018,26,153
2018,Shiawassee County,50126,54149,58172,15.3,7279,10.8,2018,26,155
2018,Tuscola County,48649,51113,53577,17.8,6580,12.7,2018,26,157
2018,Van Buren County,54249,57363,60477,23.2,11432,15.3,2018,26,159
2018,Washtenaw County,69033,72267,75501,12.6,52258,15.0,2018,26,161
2018,Wayne County,45555,46440,47325,32.4,376649,21.7,2018,26,163
2018,Wexford County,43274,46396,49518,19.7,4318,13.1,2018,26,165
2018,Aitkin County,40893,44016,47139,20.1,2145,13.7,2018,27,001
2018,Anoka County,79732,82284,84836,7.4,19568,5.6,2018,27,003
2018,Becker County,56004,59440,62876,15.8,3764,11.1,2018,27,005
2018,Beltrami County,43045,47073,51101,23.6,8220,18.4,2018,27,007
2018,Benton County,55456,61341,67226,12.0,4074,10.2,2018,27,009
2018,Big Stone County,46689,51058,55427,15.4,549,11.3,2018,27,011
2018,Blue Earth County,54361,58132,61903,10.9,9693,15.1,2018,27,013
2018,Brown County,55573,60626,65679,10.4,2008,8.4,2018,27,015
2018,Carlton County,55910,60412,64914,11.0,3454,10.1,2018,27,017
2018,Carver County,96317,104248,112179,3.7,3945,3.8,2018,27,019
2018,Cass County,45677,48651,51625,20.3,3771,12.9,2018,27,021
2018,Chippewa County,48757,53540,58323,13.0,1031,8.8,2018,27,023
2018,Chisago County,76927,82814,88701,7.4,3508,6.4,2018,27,025
2018,Clay County,61579,65914,70249,13.2,7220,11.8,2018,27,027
2018,Clearwater County,48154,51475,54796,17.8,1107,12.8,2018,27,029
2018,Cook County,49004,54465,59926,13.6,511,9.6,2018,27,031
2018,Cottonwood County,47197,51788,56379,16.1,1147,10.4,2018,27,033
2018,Crow Wing County,50120,53481,56842,16.6,8105,12.6,2018,27,035
2018,Dakota County,83927,86403,88879,7.9,26434,6.3,2018,27,037
2018,Dodge County,70279,75955,81631,7.3,1266,6.1,2018,27,039
2018,Douglas County,56170,60979,65788,9.5,3304,8.8,2018,27,041
2018,Faribault County,49714,52560,55406,17.6,1569,11.7,2018,27,043
2018,Fillmore County,55423,58761,62099,14.5,2049,9.9,2018,27,045
2018,Freeborn County,47697,52010,56323,13.2,2948,9.9,2018,27,047
2018,Goodhue County,63828,67039,70250,7.9,3250,7.1,2018,27,049
2018,Grant County,50282,54917,59552,14.4,583,9.9,2018,27,051
2018,Hennepin County,74737,76067,77397,11.6,127826,10.3,2018,27,053
2018,Houston County,54945,59613,64281,9.2,1560,8.5,2018,27,055
2018,Hubbard County,52401,55687,58973,18.9,2535,12.0,2018,27,057
2018,Isanti County,69125,73468,77811,9.4,2987,7.6,2018,27,059
2018,Itasca County,49576,53143,56710,16.2,5206,11.8,2018,27,061
2018,Jackson County,53611,57786,61961,12.1,864,8.8,2018,27,063
2018,Kanabec County,52216,56950,61684,17.4,1800,11.3,2018,27,065
2018,Kandiyohi County,56494,60579,64664,17.9,4854,11.5,2018,27,067
2018,Kittson County,48760,54438,60116,13.8,415,10.0,2018,27,069
2018,Koochiching County,41827,46281,50735,21.6,1811,14.9,2018,27,071
2018,Lac qui Parle County,48324,52445,56566,11.8,619,9.5,2018,27,073
2018,Lake County,55359,61015,66671,11.6,900,8.6,2018,27,075
2018,Lake of the Woods County,46582,52058,57534,14.0,383,10.4,2018,27,077
2018,Le Sueur County,61345,67269,73193,8.7,2191,7.8,2018,27,079
2018,Lincoln County,46906,51305,55704,11.8,562,10.1,2018,27,081
2018,Lyon County,52381,57690,62999,14.1,3009,12.1,2018,27,083
2018,McLeod County,56658,61959,67260,9.1,2520,7.1,2018,27,085
2018,Mahnomen County,39288,43162,47036,29.7,1135,20.9,2018,27,087
2018,Marshall County,53245,58105,62965,9.7,764,8.2,2018,27,089
2018,Martin County,46531,50821,55111,19.4,2677,13.7,2018,27,091
2018,Meeker County,62835,66557,70279,9.5,1715,7.5,2018,27,093
2018,Mille Lacs County,49123,53289,57455,16.5,3163,12.4,2018,27,095
2018,Morrison County,54738,57471,60204,11.9,3307,10.1,2018,27,097
2018,Mower County,49160,53387,57614,13.4,4567,11.6,2018,27,099
2018,Murray County,55519,59938,64357,11.5,667,8.2,2018,27,101
2018,Nicollet County,60058,66209,72360,9.0,2759,8.7,2018,27,103
2018,Nobles County,51360,55766,60172,14.3,2335,10.8,2018,27,105
2018,Norman County,44185,48799,53413,16.8,691,10.9,2018,27,107
2018,Olmsted County,71930,76001,80072,8.3,10908,7.1,2018,27,109
2018,Otter Tail County,49601,53778,57955,14.0,5940,10.3,2018,27,111
2018,Pennington County,52054,57494,62934,11.0,1278,9.2,2018,27,113
2018,Pine County,46119,50387,54655,15.7,3319,12.0,2018,27,115
2018,Pipestone County,50298,55378,60458,15.0,917,10.4,2018,27,117
2018,Polk County,56180,60180,64180,16.1,3654,12.0,2018,27,119
2018,Pope County,58300,60975,63650,10.0,919,8.4,2018,27,121
2018,Ramsey County,60948,62937,64926,20.9,78160,14.6,2018,27,123
2018,Red Lake County,48598,54412,60226,12.6,423,10.7,2018,27,125
2018,Redwood County,53267,56760,60253,14.4,1409,9.4,2018,27,127
2018,Renville County,56279,59787,63295,15.4,1505,10.5,2018,27,129
2018,Rice County,61960,67024,72088,11.6,5718,9.6,2018,27,131
2018,Rock County,58010,63503,68996,12.0,815,8.9,2018,27,133
2018,Roseau County,56563,60239,63915,11.7,1261,8.5,2018,27,135
2018,St. Louis County,50948,53833,56718,14.5,28232,14.7,2018,27,137
2018,Scott County,96957,101427,105897,6.1,7563,5.2,2018,27,139
2018,Sherburne County,77380,81850,86320,6.9,6098,6.5,2018,27,141
2018,Sibley County,61507,66209,70911,10.3,1052,7.1,2018,27,143
2018,Stearns County,58652,60843,63034,13.8,18879,12.4,2018,27,145
2018,Steele County,59381,65323,71265,12.2,3491,9.6,2018,27,147
2018,Stevens County,57163,61929,66695,9.0,986,11.2,2018,27,149
2018,Swift County,46448,51552,56656,13.8,936,10.2,2018,27,151
2018,Todd County,55706,58113,60520,16.6,3017,12.4,2018,27,153
2018,Traverse County,44566,49773,54980,22.0,418,13.1,2018,27,155
2018,Wabasha County,59856,63633,67410,8.3,1578,7.4,2018,27,157
2018,Wadena County,42750,46312,49874,18.2,1924,14.4,2018,27,159
2018,Waseca County,53256,58335,63414,12.0,1633,9.2,2018,27,161
2018,Washington County,91507,95840,100173,4.5,10755,4.2,2018,27,163
2018,Watonwan County,46766,51962,57158,14.2,1152,10.7,2018,27,165
2018,Wilkin County,55890,61387,66884,13.6,572,9.4,2018,27,167
2018,Winona County,51541,56076,60611,11.1,6126,13.0,2018,27,169
2018,Wright County,81302,87377,93452,4.7,6639,4.9,2018,27,171
2018,Yellow Medicine County,51650,56528,61406,15.0,1124,11.7,2018,27,173
2018,Adams County,29699,33392,37085,40.4,8478,29.4,2018,28,001
2018,Alcorn County,36190,40010,43830,23.4,6559,18.2,2018,28,003
2018,Amite County,33846,38092,42338,32.9,2706,22.2,2018,28,005
2018,Attala County,32896,36761,40626,32.6,4272,23.7,2018,28,007
2018,Benton County,31506,35184,38862,32.8,1807,22.1,2018,28,009
2018,Bolivar County,30441,33116,35791,38.9,8715,29.4,2018,28,011
2018,Calhoun County,35805,39176,42547,34.2,3026,21.3,2018,28,013
2018,Carroll County,38000,42588,47176,24.0,1710,17.9,2018,28,015
2018,Chickasaw County,33639,37429,41219,27.1,3383,20.3,2018,28,017
2018,Choctaw County,34209,38479,42749,28.6,1668,20.4,2018,28,019
2018,Claiborne County,26386,29631,32876,45.9,2827,36.3,2018,28,021
2018,Clarke County,37283,41495,45707,32.8,3351,21.6,2018,28,023
